"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1"
"7035","0","2",3,"0",0.06,"1",28,"2",20,10,20,20,20,0,"0",5,7,5,5,5,5,5,5,2,25,"PoliSci","2",1,3,"ToSayIDidIt","1/Month","2/Week","IntlAffairs",4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,50,5,5,30,5,5,7,9,5,7,6
"1922","0","2",1,"0",0.13,"1",23,"2",18.6,13.95,18.6,16.28,16.28,16.28,"0",3,7,6,4,5,2,3,4,2,33,"Law","2",6,2,"MeetNewPpl","AlmostNever","2/Month","Lawyer",4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,6,8.33,20.83,20.83,14.58,16.67,18.75,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7
"2556","1","1",4,"0",0.4,"0",22,"1",15.38,19.23,19.23,17.31,17.31,11.54,"0",4,4,4,4,4,4,4,4,2,21,"Engineering","2",1,1,"MeetNewPpl","1/Week","SVRL/Week","Academic/Research",2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,15.56,11.11,22.22,15.56,20,15.56,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10
"4262","1","2",21,"0",0.41,"1",23,"2",10,15,40,15,10,10,"0",5,3,4,3,4,4,4,4,2,27,"Business","2",1,5,"FunNightOut","1/Month","2/Week","Entertainment",9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,7,25,20,25,20,10,0,15,15,15,20,20,15,7,6,7,8,7
"2162","1","2",14,"0",0.24,"1",28,"2",14.55,16.36,18.18,18.18,16.36,16.36,"0",4,5,5,1,3,1,2,3,2,23,"Bio","2",3,4,"SRSRelationship","SVRL/Year","2/Week","Academic/Research",2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,15.22,19.57,19.57,19.57,8.7,17.39,7,9,7,9,6
"560","1","2",1,"0",0.13,"0",23,"1",50,10,20,10,10,0,"0",8,8,10,7,7,7,8,1,2,23,"Engineering","4",1,6,"MeetNewPpl","AlmostNever","2/Month","Engineer",1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,4
"1923","0","2",12,"0",0.33,"0",23,"4",11.11,17.78,17.78,17.78,17.78,17.78,"0",5,5,5,6,6,6,6,6,2,33,"Law","2",6,2,"MeetNewPpl","AlmostNever","2/Month","Lawyer",4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,6,8.33,20.83,20.83,14.58,16.67,18.75,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7
"3829","0","2",10,"1",0.73,"1",25,"2",27,15,28,10,10,10,"1",7,7,9,7,6,6,6,5,2,26,"English","2",1,3,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15,15,25,20,5,20,30,10,10,20,10,20,8,7,8,9,5
"3190","1","2",9,"0",0.22,"1",27,"2",15.38,19.23,19.23,19.23,13.46,13.46,"0",6,8,10,5,7,6,8,6,2,28,"History","2",6,6,"MeetNewPpl","2/Month","2/Week","Academic/Research",8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,17.39,17.39,19.57,19.57,10.87,15.22,27.59,6.9,13.79,20.69,24.14,6.9,7,8,7,9,6
"8369","1","2",21,"0",0.27,"1",26,"2",10,30,20,15,15,10,"1",9,7,7,8,8,6,7,5,2,25,"Other","2",1,1,"FunNightOut","2/Week","SVRL/Week","Other",8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3,10,70,0,15,15,0,0,50,0,0,30,0,20,8,7,6,7,7
"2932","0","2",12,"0",0.69,"1",26,"2",21.28,17.02,21.28,12.77,6.38,21.28,"0",4,7,7,6,5,6,5,7,2,29,"Bio","2",10,4,"MeetNewPpl","SVRL/Year","1/Week","Academic/Research",9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,20,15.56,20,15.56,11.11,17.78,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9
"6222","1","2",11,"0",0.14,"1",24,"2",22,17,15,15,15,16,"0",5,7,7,6,7,6,4,4,2,23,"Engineering","2",1,4,"MeetNewPpl","1/Month","2/Week","Banking/Consulting",10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,25,14,25,25,3,8,10,16,24,24,20,6,6,9,7,8,8
"602","1","2",1,"1",-0.1,"0",21,"4",10,20,40,10,10,10,"1",6,7,7,6,7,5,7,5,2,28,"Business","2",6,6,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,20,20,20,10,10,20,7,8,6,8,7
"2546","1","1",5,"0",0.38,"0",22,"1",15.38,19.23,19.23,17.31,17.31,11.54,"0",4,4,4,4,4,4,4,3,2,26,"Business","2",10,5,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7
"4197","1","2",3,"0",0.5,"1",24,"2",20,10,30,15,15,10,"0",6,6,10,5,10,5,6,7,2,27,"SocScie/Psych","2",2,5,"Other","1/Month","1/Month","Academic/Research",4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,25,10,10,25,20,10,7,8,6,8,5
"906","0","1",1,"0",-0.63,"0",22,"2",30,10,20,30,0,10,"0",6,8,7,7,6,5,6,5,2,23,"SocialWork","6",6,3,"MeetNewPpl","1/Month","1/Week","Psychologist",7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9
"6521","1","1",3,"0",0.53,"0",25,"4",15,25,20,15,10,15,"0",8,7,7,7,8,6,7,5,2,27,"Business","2",1,1,"MeetNewPpl","2/Week","2/Week","Banking/Consulting",7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,7,55,10,15,15,5,0,25,15,15,15,15,15,8,8,9,9,8
"6732","1","2",7,"0",0.34,"0",23,"2",15,15,18,18,14,20,"1",6,8,9,9,10,8,8,5,2,28,"Business","3",2,2,"FunNightOut","2/Month","1/Week","Banking/Consulting",9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5
"1314","0","2",18,"0",0.5,"0",27,"4",20,20,20,20,10,10,"0",7,6,6,3,4,4,4,4,2,29,"Education","2",1,2,"ToSayIDidIt","SVRL/Year","SVRL/Week","Banking/Consulting",7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9
"438","0","2",4,"1",-0.2,"1",28,"2",40,15,20,10,5,10,"1",8,7,8,8,8,6,8,6,2,25,"Math","2",9,7,"FunNightOut","SVRL/Year","1/Week","Banking/Consulting",9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,40,10,15,15,10,10,8,9,9,9,7
"3887","0","2",15,"0",0.1,"0",24,"3",30,10,20,20,10,10,"0",3,2,3,2,4,2,4,5,2,26,"Bio","4",2,2,"FunNightOut","1/Week","1/Week","DocMed",4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,20,30,10,15,10,15,20,30,20,10,20,10,7,6,5,7,7
"427","0","2",3,"0",0.19,"0",23,"4",20,25,20,15,10,10,"0",3,8,7,7,10,4,4,1,2,25,"Math","2",9,7,"FunNightOut","SVRL/Year","1/Week","Banking/Consulting",9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,40,10,15,15,10,10,8,9,9,9,7
"8258","1","2",16,"0",0.44,"0",28,"6",25,15,25,15,10,10,"0",7,6,6,6,4,5,4,7,2,30,"Business","2",1,1,"MeetNewPpl","1/Week","SVRL/Week","Banking/Consulting",9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,6,25,20,20,20,0,15,25,20,10,25,15,5,7,9,8,8,8
"3730","0","2",19,"0",-0.42,"0",24,"6",20,20,25,25,5,5,"1",9,9,9,9,9,9,9,9,2,25,"Bio","2",2,2,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,15,18,19,19,17,12,17,18,16,18,13,18,7,9,8,8,9
"6664","0","2",3,"0",0.48,"0",27,"4",30,30,30,5,0,5,"1",5,5,5,4,5,4,4,4,2,29,"Education","2",1,5,"MeetNewPpl","1/Week","2/Week","Academic/Research",8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7
"3197","1","2",15,"0",0.2,"1",22,"2",15.38,19.23,19.23,19.23,15.38,11.54,"0",8,9,9,8,8,8,7,5,2,28,"History","2",6,6,"MeetNewPpl","2/Month","2/Week","Academic/Research",8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,17.39,17.39,19.57,19.57,10.87,15.22,27.59,6.9,13.79,20.69,24.14,6.9,7,8,7,9,6
"4044","1","2",8,"1",0.72,"0",26,"1",20,20,20,10,20,10,"1",8,9,8,7,8,5,7,2,2,24,"SocScie/Psych","3",3,3,"GetADate","2/Month","2/Week","Academic/Research",3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,30,10,20,20,10,10,10,10,25,25,25,5,7,7,10,9,9
"3504","1","1",2,"0",0.66,"1",34,"2",10,25,20,20,5,20,"0",7,6,6,7,8,7,6,2,2,28,"Business","2",8,9,"MeetNewPpl","1/Month","1/Week","Banking/Consulting",5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,20,20,20,10,10,20,20,20,10,20,20,10,7,10,7,10,10
"5497","1","2",2,"0",0.56,"0",25,"4",15,10,25,25,10,15,"1",5,8,7,5,6,5,5,5,2,27,"Business","2",4,6,"FunNightOut","2/Month","SVRL/Week","Entertainment",6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,14,18,17,16,15,20,13,20,14,20,13,20,6,8,9,8,10
"2585","1","1",3,"0",0.13,"0",24,"4",15.38,17.31,17.31,19.23,13.46,17.31,"0",8,7,8,8,8,7,7,7,2,28,"Business","2",6,1,"ToSayIDidIt","2/Month","2/Week","Banking/Consulting",8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,4,20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,7,7,6,7,8
"5742","1","2",11,"0",0.52,"0",26,"4",20,10,25,25,10,10,"0",7,7,7,6,7,6,6,6,2,29,"Business","2",3,2,"Other","1/Month","2/Week","Banking/Consulting",9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,25,15,20,20,10,10,25,10,10,15,30,10,6,7,7,9,7
"4090","1","2",20,"0",-0.22,"0",26,"4",20,30,10,15,10,15,"0",5,6,6,6,7,6,5,6,2,26,"Bio","2",7,3,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,24,16,28,14,8,10,25,18,11,18,23,5,7,6,7,10,8
"1653","1","2",5,"0",0.74,"1",23,"4",15,21,18,18,10,18,"0",6,9,7,6,6,8,5,4,2,27,"Business","4",7,1,"ToSayIDidIt","1/Month","SVRL/Week","Banking/Consulting",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5
"7604","0","2",15,"0",-0.01,"0",30,"2",40,10,20,10,0,20,"0",5,6,5,2,2,1,4,5,2,30,"FineArts","3",1,1,"ToSayIDidIt","1/Month","1/Week","Entertainment",2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3,15,20,20,20,5,10,30,20,15,15,10,10,8,9,7,9,7
"8321","1","2",4,"0",0.64,"0",30,"3",15,20,20,20,5,10,"0",6,4,5,4,5,3,4,5,2,30,"Business","2",5,6,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,7,30,3,30,30,3,4,20,3,30,30,13,4,7,7,7,7,7
"4082","1","2",21,"0",0.72,"1",25,"2",15,18,19,19,17,12,"0",7,2,8,8,5,7,8,3,1,26,"Bio","2",7,3,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,24,16,28,14,8,10,25,18,11,18,23,5,7,6,7,10,8
"3042","1","2",2,"0",0.36,"0",23,"2",17.31,13.46,17.31,19.23,19.23,13.46,"0",6,9,10,8,10,7,7,9,2,26,"Business","4",3,1,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,14.89,19.15,21.28,19.15,14.89,10.64,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9
"364","0","2",14,"0",-0.48,"1",24,"2",25,35,30,10,0,0,"1",6,6,6,6,5,3,6,2,2,24,"Law","2",4,8,"FunNightOut","2/Month","1/Week","Lawyer",3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9
"7519","0","2",2,"0",0.58,"0",27,"1",40,20,20,20,0,0,"1",9,6,5,9,7,5,8,3,2,23,"FineArts","2",1,1,"MeetNewPpl","SVRL/Year","2/Month","Entertainment",1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,20,20,20,20,5,15,90,0,0,10,0,0,6,8,7,6,4
"825","0","1",10,"0",0.44,"1",22,"2",21,20,19,20,10,10,"0",5,8,8,7,7,7,6,6,2,22,"SocialWork","2",10,10,"GetADate","1/Month","2/Week","IntlAffairs",4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,10,20,20,20,15,15,10,20,20,20,20,10,6,10,10,9,10
"677","1","2",6,"0",-0.08,"0",27,"1",20,20,20,10,10,20,"0",6,7,7,5,7,4,5,3,2,25,"Business","4",1,3,"FunNightOut","1/Week","2/Week","Banking/Consulting",10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,30,15,15,15,15,10,7,10,10,10,8
"2922","0","2",17,"0",-0.03,"0",26,"2",20,16,18,16,16,14,"0",4,7,7,5,4,4,4,3,2,28,"PoliSci","1",7,3,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,13.04,21.74,17.39,17.39,15.22,15.22,20.93,13.95,13.95,18.6,13.95,18.6,7,9,8,7,8
"3010","1","2",2,"0",0.27,"1",27,"2",15.38,19.23,19.23,19.23,13.46,13.46,"0",8,7,10,8,9,9,10,1,1,23,"Bio","2",6,8,"FunNightOut","SVRL/Year","2/Week","Academic/Research",9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,17.02,21.28,17.02,21.28,14.89,8.51,14.58,20.83,16.67,18.75,16.67,12.5,8,10,10,9,8
"5728","1","2",2,"0",0.44,"0",26,"3",15,15,15,20,20,15,"0",5,6,6,6,8,3,6,6,2,29,"Business","2",3,2,"Other","1/Month","2/Week","Banking/Consulting",9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,25,15,20,20,10,10,25,10,10,15,30,10,6,7,7,9,7
"6652","0","2",11,"0",-0.09,"1",24,"2",35,10,25,20,5,5,"0",9,7,9,6,7,5,8,4,2,29,"Education","2",1,5,"MeetNewPpl","1/Week","2/Week","Academic/Research",8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7
"2037","0","2",3,"0",0.15,"0",28,"4",16.28,20.93,18.6,18.6,13.95,11.63,"1",6,7,7,7,6,7,6,5,2,31,"History","2",3,3,"SRSRelationship","1/Month","2/Week","Academic/Research",5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,25,15,15,15,15,15,7,9,8,9,8
"7540","0","2",19,"0",0.44,"1",30,"2",30,3,30,30,3,4,"0",4,5,5,8,5,4,6,4,2,23,"SocScie/Psych","2",8,9,"MeetNewPpl","2/Month","1/Week","Academic/Research",5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7,20,20,20,15,5,20,30,5,15,30,0,20,8,10,8,9,7
"2840","0","2",19,"0",0.35,"0",28,"3",14.71,14.71,14.71,14.71,20.59,20.59,"0",7,4,5,3,7,4,4,5,2,23,"Bio","2",5,5,"FunNightOut","AlmostNever","SVRL/Week","Academic/Research",8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5,5,15.38,17.31,19.23,19.23,11.54,17.31,21.43,11.9,11.9,19.05,19.05,16.67,7,8,9,10,5
"2979","0","2",11,"1",0.32,"0",32,"2",17.24,17.24,17.24,17.24,13.79,17.24,"1",8,8,6,6,5,5,7,6,2,27,"Business","3",3,6,"FunNightOut","1/Month","2/Week","Banking/Consulting",8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,14.29,18.37,18.37,16.33,18.37,14.29,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9
"3370","1","2",14,"0",0.29,"1",27,"2",15.38,19.23,19.23,19.23,13.46,13.46,"0",5,6,7,4,6,4,5,7,2,31,"PoliSci","2",4,7,"MeetNewPpl","1/Month","2/Month","IntlAffairs",5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6
"853","0","1",5,"0",0.45,"0",26,"2",25,10,20,20,15,10,"0",6,6,6,8,6,5,7,2,2,29,"SocScie/Psych","6",3,10,"SRSRelationship","SVRL/Year","2/Week","Entertainment",3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,5,20,25,15,15,20,60,10,10,10,5,5,7,9,9,9,9
"6606","0","2",9,"0",0.21,"0",30,"4",20,40,5,20,5,10,"0",5,4,3,3,3,2,4,3,2,22,"Law","1",1,1,"FunNightOut","AlmostNever","2/Week","Lawyer",5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,50,1,4,25,10,10,7,9,9,9,9
"4972","1","1",9,"0",0.49,"1",29,"2",15,22,22,16,15,10,"1",6,7,8,6,8,6,7,5,2,24,"SocScie/Psych","2",1,8,"FunNightOut","1/Week","1/Week","Academic/Research",9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8
"1355","1","2",2,"0",0.31,"0",27,"4",10,20,20,10,20,20,"0",7,9,9,8,9,8,8,8,2,26,"Business","2",7,5,"FunNightOut","1/Month","2/Week","Banking/Consulting",10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
"3297","1","2",4,"0",-0.11,"0",22,"2",15.38,19.23,19.23,19.23,15.38,11.54,"0",4,9,9,6,7,3,5,4,2,24,"Bio","4",1,4,"GetADate","AlmostNever","1/Week","Academic/Research",3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,7,13.51,18.92,21.62,13.51,13.51,18.92,15.38,10.26,20.51,20.51,15.38,17.95,5,8,4,7,8
"271","0","2",12,"0",-0.24,"1",26,"2",20,35,20,10,10,5,"1",10,8,7,8,7,8,9.5,6,1,25,"SocialWork","2",10,2,"FunNightOut","1/Month","2/Week","IntlAffairs",7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6
"2261","1","2",12,"0",0.66,"1",27,"2",15.38,17.31,17.31,17.31,17.31,15.38,"0",7,9,9,9,7,5,7,5,2,27,"History","2",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,5,20.51,23.08,20.51,17.95,2.56,15.38,21.88,15.63,15.63,15.63,15.63,15.63,7,9,6,9,4
"8239","1","2",6,"0",0,"0",27,"4",10,25,20,20,5,20,"1",8,3,7,6,8,6,6,7,2,30,"Business","2",3,4,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,35,10,20,25,5,5,30,10,10,30,10,10,9,8,10,8,7
"4506","0","2",1,"1",-0.36,"1",26,"2",20,25,20,10,5,20,"1",9,9,7,8,9,8,9,9,2,21,"Education","2",9,8,"MeetNewPpl","2/Week","SVRL/Week","Academic/Research",5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9
"1470","1","2",4,"0",-0.16,"0",23,"2",15,15,20,15,15,20,"0",1,3,4,2,4,1,1,7,2,22,"Business","4",3,2,"GetADate","2/Month","1/Week","Banking/Consulting",9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
"2088","0","2",12,"0",0.12,"0",22,"2",18.37,18.37,20.41,20.41,16.33,6.12,"0",5,5,5,5,5,5,5,3,2,28,"History","4",1,1,"MeetNewPpl","SVRL/Year","1/Week","Academic/Research",8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,9.76,19.51,19.51,14.63,19.51,17.07,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6
"5814","0","2",2,"0",-0.3,"1",23,"2",20,15,20,20,10,15,"0",3,6,7,4,7,2,3,4,2,28,"Film","2",8,1,"MeetNewPpl","AlmostNever","1/Week","Entertainment",6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,6,25,25,25,10,10,5,80,0,10,10,0,0,7,7,7,7,10
"4958","1","1",9,"0",-0.18,"0",30,"3",10,20,20,10,10,30,"1",7,6,7,8,6,5,6,5,2,29,"Business","4",1,1,"FunNightOut","1/Month","1/Week","DocMed",9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,5,40,10,15,10,10,15,20,10,20,20,10,20,8,7,8,8,9
"4396","1","2",17,"0",0.43,"0",25,"6",7,35,20,20,5,13,"0",4,5,9,2,4,4,4,6,2,27,"Bio","4",5,5,"FunNightOut","1/Week","2/Week","DocMed",9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,15,20,20,5,10,6,9,7,9,9
"5687","1","2",11,"0",0.48,"0",32,"2",5,25,20,10,15,25,"0",8,8,8,6,8,5,8,3,2,25,"Business","4",10,7,"MeetNewPpl","1/Month","2/Week","Undecided",4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,30,10,15,20,15,10,30,10,20,10,20,10,6,10,8,9,10
"2109","0","2",8,"0",0.25,"0",27,"4",15.22,15.22,19.57,17.39,13.04,19.57,"0",6,5,3,4,7,3,4,3,2,27,"Business","2",5,1,"MeetNewPpl","1/Month","SVRL/Week","IntlAffairs",2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,15.09,18.87,18.87,16.98,16.98,13.21,21.95,14.63,12.2,21.95,9.76,19.51,7,10,6,8,9
"5063","0","2",14,"0",0.06,"0",23,"4",25,20,20,20,5,10,"0",4,7,7,6,8,4,5,4,2,32,"Bio","2",5,6,"GetADate","2/Week","SVRL/Week","DocMed",6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7
"7766","0","2",3,"0",-0.4,"0",24,"6",30,30,30,5,2,3,"0",5,5,7,5,5,4,5,3,2,24,"FineArts","2",2,8,"MeetNewPpl","2/Month","SVRL/Week","Psychologist",6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,10,15,30,20,15,10,50,5,5,25,5,10,6,10,8,10,9
"6729","1","2",1,"0",0.28,"0",27,"2",30,15,15,30,0,10,"0",7,5,5,3,3,5,7,8,1,28,"Business","3",2,2,"FunNightOut","2/Month","1/Week","Banking/Consulting",9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5
"7143","1","2",13,"0",0.51,"0",27,"3",16,19,16,17,15,17,"1",7,7,7,8,7,7,6,6,2,28,"SocScie/Psych","2",1,1,"Other","1/Week","SVRL/Week","Academic/Research",10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,5,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
"3247","1","2",16,"0",0.07,"1",27,"3",14.29,18.37,18.37,16.33,18.37,14.29,"1",7,7,8,7,8,5,6,6,2,28,"Business","3",4,9,"FunNightOut","AlmostNever","2/Week","Banking/Consulting",10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,4,14.71,14.71,14.71,14.71,20.59,20.59,19.51,14.63,19.51,19.51,12.2,14.63,5,9,7,6,7
"2557","1","1",5,"0",0.1,"0",22,"1",16.07,17.86,17.86,17.86,17.86,12.5,"0",1,7,8,9,10,9,10,6,2,21,"Engineering","2",1,1,"MeetNewPpl","1/Week","SVRL/Week","Academic/Research",2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,15.56,11.11,22.22,15.56,20,15.56,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10
"787","1","2",19,"0",0.68,"1",27,"2",10,10,30,25,10,15,"0",4,3,4,2,3,3,3,3,2,28,"Business","2",1,1,"ToSayIDidIt","1/Month","SVRL/Week","Banking/Consulting",5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,7,40,20,20,20,0,0,20,30,10,20,10,10,8,9,8,8,8
"434","0","2",14,"1",0.18,"0",25,"4",20,20,20,20,5,15,"1",8,8,10,5,6,5,7,4,2,25,"Math","2",9,7,"FunNightOut","SVRL/Year","1/Week","Banking/Consulting",9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,40,10,15,15,10,10,8,9,9,9,7
"634","1","2",8,"0",0.29,"1",26,"2",20,25,20,15,15,5,"0",2,5,4,3,4,2,3,5,2,26,"Business","2",2,3,"MeetNewPpl","SVRL/Year","2/Week","Banking/Consulting",10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,20,20,20,25,5,10,7,8,5,7,7
"2897","0","2",4,"0",0.61,"0",27,"2",9.52,19.05,23.81,19.05,4.76,23.81,"1",8,7,7,8,2,5,8,7,2,25,"Bio","1",2,1,"MeetNewPpl","2/Month","1/Week","Banking/Consulting",9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,11.54,13.46,19.23,19.23,19.23,17.31,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10
